"Recall Number","Product Safety Warning Number",Date,"Product Safety Warning Date","Recall Heading","Name of product",Description,"Hazard Description","Consumer Action","Original Product Safety Warning Announcement","Remedy Type",Units,Incidents,Remedy,"Sold At Label","Sold At",Importers,Manufacturers,Distributors,"Manufactured In","Custom Label","Custom Field"
24246,,"May 30, 2024",,"Crib Bumpers Recalled Due to Suffocation Hazard; Violation of Federal Crib Bumper Ban; Sold by Henan Ouchang Trading and Xinxiang Junshun Trading on AliExpress and Recalled by AliExpress","Crib Bumpers","This recall involves padded crib bumpers sold in the following colors: gray with white clouds, teddy bear, light pink, and white. They were sold in a clear plastic bag. There are no markings or labeling on the crib bumpers.","Infants can suffocate if they roll or move on the crib bumper in a position that obstructs breathing. Padded crib bumpers are banned under federal law.",,,Refund,"About 75","None reported.","Consumers should immediately stop using the recalled crib bumpers and contact AliExpress for a full refund. To receive a refund, consumers should destroy the crib bumpers by cutting the straps and the padding and send a photo as proof of destruction by directly replying to the email from AliExpress. AliExpress is contacting all known purchasers.","Sold At","Online at Aliexpress.com from October 2023 through February 2024 for about $174 (Henan Ouchang Trading Co., Ltd.) and from December 2023 through February 2024 for about $26 (Xinxiang Junshun Trading Co., Ltd).",,,,China,Retailers:,"Henan Ouchang Trading Co. Ltd. and Xinxiang Junshun Trading Co. Ltd., of China"
24184,,"April 04, 2024",,"Zazaba International Recalls Grão de Gente Baby Nests Due to Suffocation Risk and Fall and Entrapment Hazards; Violation of the Federal Safety Regulations; Sold Exclusively on Zazaba.com","Grão de Gente Baby Nests","This recall involves baby nests made of a cloth cover with a foam sleeping pad and padded bumper. The baby nests were sold with different printed fabrics, colors, and designs, as listed in the table below.&nbsp; “Grão de gente” is printed on a tag sewn on the cloth cover.&nbsp;SKU&nbsp;Product Name&nbsp;Description&nbsp;100334&nbsp;Pink Pompom and Hearts Baby Nest&nbsp;Cloud head pillow&nbsp;101639&nbsp;Pink and White Pompom Baby Nest&nbsp;Cloud head pillow&nbsp;101640&nbsp;Blue Pompom Baby Nest&nbsp;Cloud head pillow&nbsp;101643&nbsp;Yellow Pompom Baby Nest&nbsp;Cloud head pillow&nbsp;116932&nbsp;Cotton Cloud Baby Nest&nbsp;Cloud head pillow&nbsp;120886&nbsp;Pink Cotton Cloud Baby Nest&nbsp;Cloud-shaped head pillow&nbsp;144955&nbsp;Gray and Beige Baby Nest&nbsp;Grey rectangular head pillow&nbsp;122019&nbsp;Donut Sweet Charm Baby Nest&nbsp;Pink rectangular head pillow&nbsp;133784&nbsp;White and Black Polka Dot and Triangle Baby Nest&nbsp;Round head pillow&nbsp;150957&nbsp;Pink and Gray Heart Baby Nest&nbsp;Heart head pillow&nbsp;126617&nbsp;Rainbow Baby Nest&nbsp;Rainbow head pillow&nbsp;120259&nbsp;Princess Buddy Bear Baby Nest&nbsp;Bear head pillow with pink dotted crown&nbsp;153486&nbsp;Prince Buddy Bear Baby Nest&nbsp;Bear head pillow with blue dotted crown&nbsp;138571&nbsp;Penguin Star Baby Nest&nbsp;Penguin head pillow&nbsp;156314&nbsp;Watercolor Safari Baby Nest&nbsp;Lion head pillow&nbsp;138573&nbsp;Hippo Star Baby Nest&nbsp;Hippo head pillow&nbsp;99988&nbsp;Classic Princess Baby Nest&nbsp;No head pillow included&nbsp;151529&nbsp;Classic Blue Baby Nest&nbsp;No head pillow included&nbsp;151530&nbsp;Classic Navy-Blue Baby Nest&nbsp;No head pillow included&nbsp;151532&nbsp;Classic Pink Baby Nest&nbsp;No head pillow included&nbsp;151533&nbsp;Classic White Baby Nest&nbsp;No head pillow included&nbsp;154200&nbsp;Classic Rosé Baby Nest&nbsp;No head pillow included&nbsp;","The recalled baby nests violate the safety requirements of CPSC’s https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… lang=""EN-US"">Safety Standard for Infant Sleep Products, posing a suffocation risk and fall and entrapment hazards to infants. The failures include not having a stand and not meeting the requirements for side height, sleeping pad thickness, and fabric-sided openings. The product’s sides are shorter than the minimum side height limit; the sleeping pad’s thickness exceeds the maximum limit; and an infant could fall out of an enclosed opening at the foot of the lounger or become entrapped.&nbsp;Additionally, the baby nest designs with head pillows violate the https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… lang=""EN-US"">Safe Sleep for Babies Act of 2021’s ban on inclined sleepers for infants because their sleep surfaces are inclined greater than ten degrees. Infant fatalities have occurred in inclined sleepers, after the infants rolled from their back to their stomach or side while unrestrained, or under other circumstances.",,,Refund,"About 430","None reported","Consumers should immediately stop using the recalled Grão de Gente baby nests and contact Zazaba International Inc. for instructions on how to properly dispose of the product and receive a full refund.&nbsp; Zazaba International Inc. is contacting all known consumers directly.","Sold Exclusively At","Online at Zazaba.com Zazaba.com from March 2023 through August 2023 for between $9 and $110.","Zazaba International Inc., of Dania Beach, Florida",,,Brazil,,
24185,,"April 04, 2024",,"Zazaba International Recalls Grão de Gente Crib Bumpers Due to Suffocation Hazard; Violation of Federal Crib Bumper Ban; Sold Exclusively on Zazaba.com","Grão de Gente Crib Bumper Bedding Sets","This recall involves padded crib bumpers sold within multi-piece crib bedding sets. The crib bumpers were sold with different printed fabrics, colors, and designs, including safari, astronaut, elephant, and balloon themes. The table below lists the SKU and product name of each crib bumper bedding set included in the recall. “Grão de gente” is printed on a tag sewn onto some of the pieces in each crib bedding set.SKUProduct Name13721410-Piece Safari Baby Crib Bedding Set12247311-Piece Pink Little Elephant and the Balloon Crib Bedding Set14314013-Piece Astronaut Buddies Crib Bedding Set12198613-Piece Sweet Charm Crib Bedding Set1564106-Piece Blue Braided Starry Crib Bedding Set1682996-Piece Boho Rainbow Crib Bedding Set1404726-Piece Braided Blue Dreamer Elephant Crib Bedding Set1407336-Piece Gray and Yellow Sleepy Bear Braided Crib Bedding Set1564286-Piece Gray Braided Starry Crib Bedding Set1561016-Piece Pink Braided Starry Crib Bedding Set1404746-Piece Pink Dreamer Elephant Braided Crib Bedding Set1560996-Piece Pink Heart Braided Crib Bedding Set1548496-Piece Watercolor Safari Braided Crib Bedding Set1564116-Piece Yellow and Gray Braided Starry Crib Bedding Set1209247-Piece Classic Princess Crib Bedding Set929527-Piece Classic White Crib Bedding Set929587-Piece Royal Teddy Bear Crib Bedding Set942007-Piece Straw Classic Teddy Bear Crib Bedding Set1634059-Piece Astronaut Wolf Crib Bedding Set1038759-Piece Blue Braided Polka Crib Bedding Set960259-Piece Blue Luxury Knitted Crib Bedding Set998189-Piece Classic Princess Crib Bedding Set1495769-Piece Gray Baby Elephant Braided Crib Bedding Set1386659-Piece Green Polka Braided Crib Bedding Set1148109-Piece Luxury White Knitted Crib Bedding Set1038809-Piece Navy Blue Chevron Braided Crib Bedding Set1042529-Piece Navy Blue Luxury Crib Bedding Set1386589-Piece Navy Blue Polka Braided Crib Bedding Set826449-Piece Pink Angel Crib Bedding Set1038859-Piece Pink Braided Polka Crib Bedding Set997019-Piece Pink Love Rain Crib Bedding Set1451259-Piece Pink Unicorn Braided Crib Bedding Set","Infants can suffocate if they roll or move on the crib bumper in a position that obstructs breathing. Padded crib bumpers are banned under&nbsp;the&nbsp;https://www.cpsc.gov/Business--Manufacturing/Business-Education/Busines… Sleep for Babies Act of 2021.",,,Refund,"About 795","None reported","Consumers should immediately stop using the recalled Grão de Gente crib bumpers and contact Zazaba International Inc. for instructions on how to properly dispose of the product and receive a full refund. Zazaba International Inc. is contacting all known consumers directly.The crib sheets, quilts, mosquito nets, and other non-crib-bumper items included in the bedding sets are not banned under the Safe Sleep for Babies Act of 2021. However, parents and caregivers are reminded to use a fitted sheet only, and never add blankets, pillows, padded crib bumpers, or other items to an infant’s sleeping environment.","Sold At","Online at Zazaba.com from March 2023 through August 2023 for between $24 and $220.","Zazaba International Inc., of Dania Beach, Florida",,,Brazil,,
24182,,"April 04, 2024",,"Thule Recalls RideAlong Rear-Mounted Child Bike Seats Due to Chemical Ingestion Hazard","Thule RideAlong rear-mounted Child Bike Seats","This recall involves Thule RideAlong rear-mounted Child Bike Seat that fits most bicycle frames. It was sold in gray with a black 3-point harness padding. The model number and date code can be found on the bottom side of the seat. Only model number 100107 and date codes 21/3-23/10 (March 2021 to October 2023) are included in this recall.","The harness padding of Thule RideAlong bike seats can contain flame-retardant DecaBDE in excess of regulatory limits, posing a chemical hazard. DecaBDE can be toxic if it is ingested or comes into contact with skin or eyes.",,,Replace,"About 8,640 (In addition, about 3,880 were sold in Canada)","None reported","Consumers should immediately stop using the recalled RideAlong seat and contact Thule Group to register for free replacement harness padding and to receive instructions on how to return the recalled padding. Thule is contacting all known consumers.","Sold At","REI and baby stores nationwide and online at Amazon.com and Thule.com from May 2017 through October 2023 for about $300.","Thule, of Seymour, Connecticut",,,Poland,,
24145,,"March 07, 2024",,"Jool Baby Recalls Nova Baby Infant Swings Due to Suffocation Hazard; Violation of the Federal Safety Regulations","Jool Baby Nova Baby Infant Swings","The recall involves Jool Baby’s Nova Baby infant swings, manufactured from June 2022 through September 2023.&nbsp;The recalled swings are gray and measure about 28 inches long, 19 inches wide and 24 inches high. They have a round aluminum base with music buttons on the front, a metal seat frame, a cloth seat with restraints and a headrest, and a canopy with hanging toys (yellow moon, blue cloud, and pink star.) The swings can be powered using AAA batteries or an AC adaptor and came with an electronic remote control. “Jool Baby” appears on the swing’s base and “NOVA” on the seat label. The manufacturing date code in month, day, year format can be found on the sewn-in warning label on the back of the swing’s seat.","The swings pose a suffocation risk because they were marketed, intended, or designed for infant sleep, and they have an incline angle greater than 10 degrees in violation of the&nbsp;CPSC’s&nbsp;https://www.federalregister.gov/documents/2021/06/23/2021-12723/safety-… Sleep Products Regulation&nbsp;and&nbsp;the&nbsp;https://cpsc.gov/Newsroom/News-Releases/2023/CPSC-Approves-Rules-Implem… Sleep for Babies Act. In addition, the swing fails to meet mandatory warning requirements regarding sleep under the swing standard.",,,"New Instructions, Repair","About 63,100","None reported","Consumers should immediately stop using the recalled swings for sleep, and contact Jool Baby to receive a free repair kit, including shipping. Consumers should upload a photo of the warning label to the firm’s online registration page at&nbsp;www.JoolBaby.com/recall. Once registered, Jool Baby will send consumers a repair kit consisting of a new seat with updated on-product warnings, updated plush toys and an updated remote control.","Sold At","Walmart stores and online at www.JoolBaby.com, www.amazon.com, www.babylist.com, www.target.com, www.walmart.com and other websites from November 2022 through November 2023 for about $150.","Jool Products LLC, dba Jool Baby, of Lakewood, New Jersey",,,China,,
24153,,"March 07, 2024",,"SINGES 3-in-1 High Chair and Booster Seats Recalled Due to Fall Hazard; Violations of the Federal Safety Regulations for High Chairs and Booster Seats; Sold Exclusively at Walmart.com; Imported and Sold by Shenzhen Yingjieshang Trade","SINGES 3-in-1 Baby High Chairs and Booster Seats","This recall involves SINGES 3-in-1 Baby High Chairs and Booster Seats. The high chair has a light blue cushioned seat, detachable legs and adjustable tray that can be converted into a booster seat with shorter legs or wheels. The high chairs were sold in blue and red colors.","The recalled high chair, which converts into a booster seat, violates the safety regulations for both high chairs and booster seats. Multiple failures were identified including, but not limited to, insufficient restraint system, stability, static load, latching and locking mechanisms, leg openings, warnings, labels, and literature. The product can tip over or collapse and present a fall hazard to children.",,,Refund,"About 175","None reported","Consumers should immediately stop using the recalled high chairs and return them to Walmart for a full refund. Shenzhen Yingjieshang Trade and Walmart are contacting all known purchasers directly.","Sold Exclusively Online","Walmart.com from February 2020 to December 2021 for about $75.","Shenzhen Yingjieshang Trade Co Ltd, of China",,,China,,
24739,,"February 22, 2024",,"Spring Spirit and Biloban Pack and Play Mattresses Recalled Due to Suffocation Hazard to Infants; Violations of the Federal Safety Regulation for Crib Mattresses; Sold Exclusively on Amazon.com by Biloban (Recall Alert)","Spring Spirit and Biloban Pack and Play Mattresses","This recall involves Spring Spirit (Amazon’s ASIN B086X5RKRZ) and Biloban (Amazon’s ASIN B09WMP2BS3) pack and play mattress. The Spring Spirit mattress is a trifold mattress with a bamboo pattern print, manufactured from August 2022 through July 2023. “Spring Spirit” is printed on a tag located on one side of the mattress, and batch number 230315US and the manufacture date in the format “PD DD.MM/YYY” are printed on another tag located on the opposite side of the mattress.&nbsp;The Biloban mattresses are white and “Biloban” and gray stars are printed on the top. The underside of the mattress is gray. They were manufactured from August 2022 through July 2023. “Biloban” is printed on the mattress’ hangtag, and batch number 2304US and the manufacture date in the format “PD DD.MM/YYY” are printed on a tag stapled to the mattress cover.&nbsp;","The recalled mattresses violate multiple provisions of the federal safety regulation for crib mattresses, including the thickness test, and are missing warnings and labels. The product poses a suffocation hazard to infants.",,,Refund,"About 20,000","None reported","Consumers should immediately stop using and destroy the recalled mattresses, and contact Biloban to receive a full refund and for directions on how to dispose of the mattresses. Biloban and Amazon are contacting all purchasers directly.","Sold Exclusively Online","Amazon.com from August 2022 through August 2023 for about $40.",,,,China,Retailer:,"Hangzhou Sharejoy Ecommerce Co. Ltd, dba Biloban, of China&nbsp;"
24738,,"February 22, 2024",,"Magik & Kover Pack and Play Mattresses Recalled Due to Suffocation Hazard for Infants; Violations of the Federal Safety Regulation for Crib Mattresses; Sold Exclusively on Amazon.com by Magik & Kover (Recall Alert)","Magik & Kover Pack and Play Mattresses","This recall involves Magik &amp; Kover pack and play mattresses manufactured from August 2022 through July 2023. The waterproof play yard mattress topper has a white mattress cover. “CertiPUR-US” is printed in a tag inside the cover, and batch number 221002US and the manufacture date in the format “PD DD.MM/YYY” are printed on the back of that tag. “STANDARD 100” is printed on another tag.","The recalled mattresses violate multiple provisions of the federal safety regulation for crib mattresses, including the thickness test, and are missing warnings and labels. The product poses a suffocation hazard to infants.",,,Refund,"About 1,200","None reported","Consumers should immediately stop using and destroy the recalled mattresses, and contact Magik &amp; Kover to receive a full refund and for directions on how to dispose of the mattress. Magik &amp; Kover and Amazon are contacting all purchasers directly.","Sold Exclusively Online","Amazon.com from December 2022 through August 2023 for about $40.",,,,China,Retailer:,"Magik &amp; Kover, of China"
24077,,"January 04, 2024",,"UBBCARE Play Yard Mattresses Recalled Due to Suffocation Hazard for Infants; Violation of the Federal Safety Regulation for Crib Mattresses; Sold Exclusively on Amazon.com by UBBCARE","UBBCARE Play Yard Mattresses","This recall involves UBBCARE play yard mattresses. The mattresses are 38 inches long and 26 inches wide. The play yard mattresses are white with a repeating quilted dot pattern on the mattress cover. There is a tag with the brand name as well as another tag with care instructions on the mattress.","The recalled play yard mattresses violate multiple provisions of the federal safety regulation for crib mattresses, including the thickness test, and are missing warnings and labels. The product poses a suffocation hazard to infants.",,,Refund,"About 1,000","None reported","Consumers should immediately stop using and dispose of the recalled mattresses and contact UBBCARE to receive a full refund and for directions on how to dispose of the mattress. UBBCARE and Amazon are contacting all purchasers directly.","Sold Exclusively Online","Amazon.com from October 2022 through August 2023 for about $40.",,,,China,Retailer:,"UBBCARE, of China"
24064,,"December 21, 2023",,"Brandline Recalls HEAO High Chairs Due to Risk of Suffocation, Entrapment and Laceration Hazards; Violation of the Federal Safety Standards; Sold Exclusively on Amazon.com","HEAO 4-in-1 High Chairs","The recall involves HEAO’s 4-in-1 high chairs. The adjustable height and multiple recline positions high chairs were sold in black, blue, gold, green, gray, pink and red. They have a footrest, a detachable tray, seat cushion, and four static or rotating wheels with locks. “HEAO” is on the high chair’s head support of the seat cushion and on the front of the tray. “Max Lead Int’l Ltd. 3113 Glenfield Ave., Dallas, TX 75233 (302) 448-4207” is printed on a label stitched on the back of the seat cushion.","The high chairs pose a suffocation risk because they were marketed, intended, or designed for infant sleep, and they have an incline angle greater than 10 degrees in violation of the&nbsp;CPSC’s&nbsp;https://www.federalregister.gov/documents/2021/06/23/2021-12723/safety-… Sleep Products Rule and&nbsp;the&nbsp;https://www.cpsc.gov/Newsroom/News-Releases/2023/CPSC-Approves-Rules-Im… Sleep for Babies Act. In addition, the high chairs pose finger laceration and entrapment hazards as they failed to meet mandatory requirements under the high chair standard.",,,Refund,"About 820","The firm is aware of one incident that resulted in a laceration to a child’s finger that required medical attention.","Consumers should immediately stop using the recalled high chairs and contact Brandline for instructions on how to dispose of the products and receive a full refund.","Sold Exclusively Online","Amazon.com from November 2022 through September 2023 for about $170.","Max Lead International Ltd., dba Brandline, of Dallas, Texas",,,China,,
24731,,"December 07, 2023",,"Moonsea Pack and Play Mattresses Recalled Due to Suffocation Hazard for Infants; Violation to the Federal Safety Regulation for Crib Mattresses; Sold Exclusively on Amazon.com by Moonseasleep (Recall Alert)","Moonsea Pack and Play Mattresses","This recall involves Moonseasleep pack and play mattresses. The mattresses are 37.5 inches long and 26 inches wide, are white and fold in a tri-fold pattern. The top of the mattress has a repeating diamond pattern. There is a small tag on the mattress with the date code in the format DD.MM.YYYY on it. The date codes from 15/08/2022 to 23/08/2023 are involved in this recall. The mattresses came folded in a black canvas bag with the brand “MOONSEA” printed on it.","The recalled mattresses violate multiple provisions of the federal safety regulation for crib mattresses, including the thickness test and missing warnings and labels. The product poses a suffocation hazard to infants.",,,Refund,"About 11,000","None reported","Consumers should immediately stop using the recalled pack and play mattresses, and contact Moonseasleep to receive a full refund and for directions on how to dispose of the mattresses. Moonseasleep and Amazon are contacting all purchasers directly.","Sold At","Exclusively online at Amazon.com from January 2023 through August 2023 for about $40.","Huangshan Yueyang Ecommerce Co. Ltd., of China",,,China,Retailer:,"Huangshan Yueyang Electronic Commerce, D/B/A Moonseasleep, of China"
24729,,"December 07, 2023",,"Vibe Bear Playyard Mattresses Recalled Due to Suffocation Hazards for Infants; Violation of the Federal Safety Regulation for Crib Mattresses; Sold Exclusively on Amazon.com by Vibe Bear (Recall Alert)","Vibe Bear Playyard Mattresses","This recall involves Vibe Bear portable playyard mattresses, manufactured on or after August 15, 2022. The mattresses are white with a diagonal quilted surface and contain graphics of paintbrushes, paints and nature imagery printed on them. They measure about 38 inches long by 26 inches wide by 3 inches high, and have a dark blue tag hanging off the mattress with a picture of a cartoon teddy bear. The mattresses fold in half and have a large crease going down the length of the mattress in the middle where they fold. Model number YX-B17 and the date of manufacture, in YYYY.MM, can be found on a tag on the edge of the mattress.","The recalled mattresses violate multiple provisions of the federal safety regulation for crib mattresses, including the firmness and thickness tests, and are missing warnings and labels. The product poses a suffocation hazard to infants.",,,Refund,"About 2,000","None reported","Consumers should immediately stop using and destroy the recalled mattresses, and contact Vibe Bear by email to receive a full refund and for directions on how to dispose of the mattresses. Vibe Bear and Amazon are contacting all purchasers directly.","Sold Exclusively Online","Amazon.com from January 2023 through June 2023 for about $34.",,,,China,Retailer:,"Vibe Bear, of China"
